age_head,sex_head,edu_group,marital_head,household_size,urban,region,consumption_pc,consumption_per_member,nonfood_share,welfare_ratio,age_group,hh_size_group,education_head,target,welfare_pc,hpline,spline,wgt
15.0,0.0,0,,6.0,0.0,3,4692.776041666667,56313.3125,1.0,2.221027589624136,0.0,2.0,1.0,2,67988.890625,30611.45703125,41684.78515625,655.465936770049
15.0,1.0,0,,6.0,0.0,2,3619.3502604166665,43432.203125,1.0,2.339038704998754,0.0,2.0,1.0,2,71601.3828125,30611.45703125,41245.17578125,8882.04769776538
15.0,1.0,0,,9.0,0.0,2,2249.892216435185,26998.706597222223,1.0,1.167418678642711,0.0,3.0,1.0,1,35736.38671875,30611.45703125,41245.17578125,1480.34132351406
15.0,1.0,0,,7.0,0.0,4,5418.173735119048,65018.08482142857,1.0,2.787373702120568,0.0,2.0,1.0,2,85325.5703125,30611.45703125,40558.76171875,910.868348685363
15.0,0.0,0,,10.0,1.0,4,2031.9334635416667,24383.2015625,1.0,1.0167883552586328,0.0,3.0,1.0,1,31125.373046875,30611.45703125,43190.125,5190.22197522864
15.0,0.0,0,,6.0,0.0,3,3911.7560763888887,46941.072916666664,1.0,1.6745470222609922,0.0,2.0,2.0,2,51260.32421875,30611.45703125,41684.78515625,749.103906454083
15.0,1.0,0,,3.0,0.0,4,8879.916666666666,106559.0,1.0,4.341683241811142,0.0,1.0,1.0,2,132905.25,30611.45703125,40558.76171875,1297.55558015309
15.0,1.0,0,,3.0,0.0,2,4868.742621527777,58424.911458333336,1.0,2.3865740117472867,0.0,1.0,1.0,2,73056.5078125,30611.45703125,41245.17578125,8882.04769776538
15.0,1.0,0,,4.0,1.0,2,16070.975260416666,192851.703125,1.0,7.937238061780637,0.0,1.0,1.0,2,242970.421875,30611.45703125,44187.7421875,2676.23330634434
15.0,0.0,0,,4.0,0.0,4,3020.77734375,36249.328125,1.0,1.681708735227683,0.0,1.0,1.0,2,51479.5546875,30611.45703125,40558.76171875,10380.4439504573
15.0,1.0,0,,3.0,0.0,3,3053.0240885416665,36636.2890625,1.0,1.3633061967581837,0.0,1.0,1.0,2,41732.7890625,30611.45703125,41684.78515625,2621.86374708019
15.0,0.0,0,,1.0,0.0,2,6979.411458333333,83752.9375,1.0,3.1713156825856537,0.0,0.0,1.0,2,97078.59375,30611.45703125,41245.17578125,8882.04769776538
15.0,0.0,0,,4.0,0.0,4,5060.020182291667,60720.2421875,1.0,2.631526722340096,0.0,1.0,1.0,2,80554.8671875,30611.45703125,40558.76171875,4554.34151612507
15.0,1.0,0,,2.0,1.0,1,12957.615885416666,155491.390625,1.0,7.449062997629182,0.0,0.0,1.0,2,228026.671875,30611.45703125,46233.65234375,650.845868489066
15.0,0.0,0,6.0,7.0,0.0,3,11884.838541666666,142618.0625,1.0,6.64758612003548,0.0,2.0,1.0,2,203492.296875,30611.45703125,41684.78515625,5243.72749416039
